Week End,Season,Measure,Age Group,Race/Ethnicity,Sex,Population Size,Count,Percent
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Female,1413663,49709,0.0
04/06/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,148,
12/09/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,"Asian, non-Latinx",All Sexes,8903,668,0.1
01/20/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,18379,0.1
04/13/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,159,
03/09/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,17329,0.1
11/18/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,10156,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,1250,0.0
01/20/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,9782,0.0
02/17/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,30354,0.2
02/24/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,4802,0.1
11/11/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,2861,0.1
02/17/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Other, non-Latinx",All Sexes,9113,1401,0.2
12/16/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,2690,0.0
03/16/2024,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,52504,0.4
12/02/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,42918,0.3
12/16/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,10585,0.1
12/16/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,5887,0.0
03/02/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,4951,0.2
12/30/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Unknown,All Sexes,,244,
11/11/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Other, non-Latinx",All Sexes,9113,805,0.1
04/13/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,5001,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,2625,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,15063,0.1
11/18/2023,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,700,
04/13/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,67623,0.2
11/18/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,4918,0.2
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,715,0.0
03/02/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,4237,0.0
11/25/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,All Race/Ethnicities,All Sexes,560271,28238,0.0
01/06/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Black, non-Latinx",All Sexes,66473,1329,0.0
02/24/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1742,
09/16/2023,2023-2024,UpToDate_2023_2024,18+ yrs,All Race/Ethnicities,All Sexes,2201215,759,0.0
04/27/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,39418,0.1
12/23/2023,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,834,
04/06/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Asian, non-Latinx",All Sexes,8058,1035,0.1
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,805,0.0
05/04/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,149,
12/09/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,467,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,33257,0.0
05/04/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,18208,0.1
04/06/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"White, non-Latinx",All Sexes,28798,5131,0.2
11/04/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Unknown,All Sexes,,138,
11/11/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,12053,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,6377,
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,2276,0.1
04/13/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Other, non-Latinx",All Sexes,6234,1048,0.2
12/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,4326,0.2
11/18/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,60,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,9999,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,2513,0.2
01/06/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,4286,0.1
04/06/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,All Sexes,819518,81119,0.1
11/11/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Female,98435,10860,0.1
01/06/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,6278,0.3
12/16/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2197,
12/23/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Other, non-Latinx",All Sexes,9113,1249,0.1
12/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,14307,0.1
03/09/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,6962,0.2
02/10/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,68,
02/03/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Black, non-Latinx",All Sexes,59709,1695,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,3929,0.0
11/25/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,62,
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,9088,0.1
12/30/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Black, non-Latinx",All Sexes,66473,1266,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,741,0.0
03/30/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,42233,0.1
10/14/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,1735,0.1
11/18/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,113,
03/23/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,6200,0.1
02/17/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,6821,0.2
11/25/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,6610,0.3
11/18/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,"Black, non-Latinx",All Sexes,59709,808,0.0
01/27/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,4765,0.2
03/23/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,5013,0.2
12/16/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,3863,0.1
02/10/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,116589,0.1
11/25/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,"Other, non-Latinx",All Sexes,6234,658,0.1
01/27/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,1627,
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,1695,0.0
02/03/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1679,
11/25/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,4223,0.4
12/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,7567,0.3
10/14/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,3806,0.1
01/06/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,5125,0.5
04/13/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,5580,0.5
01/13/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,4694,0.1
03/23/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,31344,0.2
05/04/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,32188,0.2
02/24/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,6863,0.2
11/18/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,"Asian, non-Latinx",All Sexes,8903,497,0.1
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,6546,0.0
01/20/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,4863,0.1
02/17/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,10778,0.1
12/16/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Unknown,All Sexes,,226,
11/11/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,5337,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,401,0.0
03/30/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,148,
02/24/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,68,
02/03/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Latinx,All Sexes,85789,5780,0.1
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,2633,0.0
04/27/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,6595,0.1
02/24/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,14752,0.1
03/30/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,11678,0.1
12/09/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,14516,0.1
04/20/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,6532,0.1
03/09/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Black, non-Latinx",All Sexes,59709,1897,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,1644,0.1
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,225,0.0
05/11/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,3028,
04/13/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,913,
03/16/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,17492,0.1
11/25/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,19482,0.1
03/16/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,66883,0.2
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,4741,
05/11/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Unknown,,142,
12/30/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,3047,0.0
01/20/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,606,
04/27/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,5605,0.5
05/04/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,1798,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,1216,
12/23/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,"Asian, non-Latinx",All Sexes,8058,805,0.1
01/20/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,8262,0.3
11/11/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,39,
11/04/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,"White, non-Latinx",All Sexes,28798,2368,0.1
01/20/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,16433,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,5418,0.1
03/30/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,910,
10/07/2023,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,13628,0.1
05/04/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,12122,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,66,
01/13/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2506,
03/16/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,15396,0.1
10/07/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,1034,
01/13/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Asian, non-Latinx",All Sexes,10628,1242,0.1
12/23/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,3929,0.0
11/25/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,115,
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,8967,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,5471,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,6267,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,All Race/Ethnicities,All Sexes,560271,15376,0.0
05/04/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Other, non-Latinx",All Sexes,9113,1565,0.2
12/02/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,447,
02/03/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,6710,0.2
01/20/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,6517,0.2
12/09/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,7322,0.3
01/06/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,12496,0.1
04/27/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1832,
10/28/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,All Race/Ethnicities,All Sexes,209779,5254,0.0
12/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,7766,0.3
03/30/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,67262,0.2
01/06/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,4445,0.1
04/27/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,16295,0.1
04/20/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,18021,0.1
03/30/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,9370,0.1
01/06/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,5839,
02/03/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Female,1413663,215432,0.2
03/30/2024,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,257598,0.1
02/17/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,50178,0.4
01/13/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,18672,0.1
05/18/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,7137,0.3
12/09/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,53589,0.1
12/09/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,30840,0.1
02/10/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,72331,0.1
11/18/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,Latinx,All Sexes,52737,780,0.0
02/03/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,8069,0.0
12/30/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,"Asian, non-Latinx",All Sexes,8903,790,0.1
12/02/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,25052,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Female,98435,15967,0.2
03/09/2024,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,252813,0.1
12/16/2023,2023-2024,UpToDate_2023_2024,18+ yrs,All Race/Ethnicities,All Sexes,2201215,306962,0.1
02/24/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,34995,0.3
05/04/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,11174,0.2
01/27/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,10358,0.2
03/09/2024,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,101998,0.2
05/18/2024,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,14640,0.4
03/23/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,All Sexes,2746388,426843,0.2
02/03/2024,2023-2024,UpToDate_2023_2024,0-4 yrs,"Asian, non-Latinx",All Sexes,8903,959,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Female,1413663,205283,0.1
09/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,7385,0.0
04/13/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,51419,0.4
03/09/2024,2023-2024,UpToDate_2023_2024,0-4 yrs,Latinx,All Sexes,52737,2213,0.0
01/13/2024,2023-2024,UpToDate_2023_2024,0-4 yrs,"Asian, non-Latinx",All Sexes,8903,858,0.1
05/04/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,13434,
03/09/2024,2023-2024,UpToDate_2023_2024,0-4 yrs,Unknown,All Sexes,,1156,
02/24/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,3156,0.2
02/17/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Male,1332725,188632,0.1
04/27/2024,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,197587,0.2
02/24/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,All Race/Ethnicities,All Sexes,463141,86837,0.2
01/20/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,36220,0.2
03/16/2024,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,102431,0.2
03/23/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Black, non-Latinx",All Sexes,66473,1822,0.0
05/04/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,37657,0.3
04/27/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,6213,
03/23/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,37674,0.1
04/20/2024,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,14483,0.4
11/25/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,26545,0.1
05/18/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,All Race/Ethnicities,All Sexes,209779,20690,0.1
03/30/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,45001,0.1
04/20/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,9747,0.1
11/18/2023,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,48467,0.2
10/21/2023,2023-2024,UpToDate_2023_2024,18+ yrs,All Race/Ethnicities,All Sexes,2201215,156131,0.1
01/20/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,12631,0.1
05/18/2024,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,30977,0.4
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Male,430738,41578,0.1
12/16/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,Latinx,All Sexes,52737,1261,0.0
03/30/2024,2023-2024,UpToDate_2023_2024,0-4 yrs,"Other, non-Latinx",All Sexes,8900,1365,0.2
02/03/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Black, non-Latinx",All Sexes,66473,1536,0.0
01/27/2024,2023-2024,UpToDate_2023_2024,0-4 yrs,Latinx,All Sexes,52737,1770,0.0
02/17/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,12313,
01/20/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,35479,0.1
04/13/2024,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Female,432884,103724,0.2
12/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,165623,0.2
01/13/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,All Sexes,2746388,381157,0.1
12/09/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Asian, non-Latinx",All Sexes,64806,8703,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,15958,0.2
01/13/2024,2023-2024,UpToDate_2023_2024,0-4 yrs,Unknown,All Sexes,,970,
03/30/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,All Sexes,,13004,
01/27/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,33011,0.3
03/02/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Black, non-Latinx",All Sexes,66473,1715,0.0
01/20/2024,2023-2024,UpToDate_2023_2024,0-4 yrs,"Other, non-Latinx",All Sexes,8900,1040,0.1
03/16/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,All Race/Ethnicities,All Sexes,209779,19112,0.1
12/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Female,98435,14856,0.2
11/11/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,19338,0.2
04/27/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,7077,
02/03/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,3070,0.2
12/02/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,185257,0.1
03/23/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,6830,
02/03/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,30039,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,"White, non-Latinx",All Sexes,35734,1877,0.1
03/16/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,32975,0.1
04/13/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Black, non-Latinx",All Sexes,125348,37084,0.3
05/18/2024,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,318,
01/27/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,36526,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,12445,0.1
03/16/2024,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",All Sexes,863622,194084,0.2
05/11/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,81859,0.1
03/09/2024,2023-2024,UpToDate_2023_2024,65-74 yrs,All Race/Ethnicities,All Sexes,210964,69445,0.3
05/11/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,All Race/Ethnicities,All Sexes,209779,20642,0.1
02/03/2024,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,13527,0.3
11/11/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,9798,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,8360,1.3
02/10/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Other, non-Latinx",All Sexes,6531,8555,1.3
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,17296,0.1
12/02/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,10047,0.1
05/11/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,14133,0.2
12/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"White, non-Latinx",All Sexes,126840,46566,0.4
03/02/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,43136,0.1
04/06/2024,2023-2024,UpToDate_2023_2024,0-17 yrs,All Race/Ethnicities,All Sexes,545173,48696,0.1
02/24/2024,2023-2024,UpToDate_2023_2024,0-17 yrs,All Race/Ethnicities,All Sexes,545173,44635,0.1
